LOSS,LEARNING_RATE,MOMENTUM,NEURON_COUNT,HIT,TOTAL,EPOCH,FEATURE_COUNT,increased_binding_protein_totals,increased_binding_protein_hits,decreased_binding_protein_totals,decreased_binding_protein_hits,negative_totals,negative_hits,primary_hypothyroid_totals,primary_hypothyroid_hits,compensated_hypothyroid_totals,compensated_hypothyroid_hits,secondary_hypothyroid_totals,secondary_hypothyroid_hits,replacement_therapy_totals,replacement_therapy_hits,underreplacement_totals,underreplacement_hits,overreplacement_totals,overreplacement_hits,discordant_totals,discordant_hit
2.3325691699981688,0.0010000000000000002,0.0,8.0,530.2,2500.0,10.0,7.0,250.0,90.8,250.0,52.2,250.0,3.2,250.0,184.6,250.0,27.3,250.0,13.4,250.0,24.7,250.0,1.5,250.0,104.1,250.0,28.4
2.358458995819092,0.0010000000000000002,0.09999999999999999,8.0,493.9,2500.0,10.0,7.0,250.0,82.9,250.0,107.0,250.0,15.5,250.0,135.6,250.0,35.0,250.0,11.4,250.0,11.4,250.0,4.4,250.0,62.4,250.0,28.3
2.149922525882721,0.0010000000000000002,0.19999999999999998,8.0,704.8,2500.0,10.0,7.0,250.0,119.1,250.0,161.9,250.0,9.0,250.0,143.2,250.0,1.4,250.0,47.7,250.0,61.1,250.0,6.3,250.0,117.9,250.0,37.2
2.0606834530830382,0.0010000000000000002,0.3,8.0,666.1,2500.0,10.0,7.0,250.0,69.5,250.0,209.0,250.0,1.9,250.0,174.5,250.0,18.8,250.0,13.9,250.0,33.1,250.0,1.6,250.0,98.0,250.0,45.8
1.96957106590271,0.0010000000000000002,0.39999999999999997,8.0,696.6,2500.0,10.0,7.0,250.0,149.4,250.0,110.0,250.0,2.8,250.0,139.1,250.0,11.0,250.0,88.1,250.0,15.6,250.0,33.7,250.0,142.2,250.0,4.7
1.6497828602790832,0.0010000000000000002,0.5,8.0,849.0,2500.0,10.0,7.0,250.0,195.1,250.0,148.9,250.0,9.6,250.0,178.8,250.0,9.3,250.0,34.5,250.0,21.0,250.0,28.8,250.0,208.1,250.0,14.9
1.8495466232299804,0.0010000000000000002,0.5999999999999999,8.0,990.5,2500.0,10.0,7.0,250.0,140.1,250.0,199.2,250.0,11.1,250.0,151.4,250.0,22.9,250.0,96.0,250.0,59.5,250.0,62.9,250.0,198.3,250.0,49.1
1.5030421614646912,0.0010000000000000002,0.7000000000000001,8.0,1093.6,2500.0,10.0,7.0,250.0,183.9,250.0,175.0,250.0,49.1,250.0,197.9,250.0,36.2,250.0,93.9,250.0,48.4,250.0,88.7,250.0,148.0,250.0,72.5
1.002886074781418,0.0010000000000000002,0.7999999999999999,8.0,1641.9,2500.0,10.0,7.0,250.0,200.4,250.0,236.8,250.0,62.8,250.0,203.7,250.0,91.4,250.0,204.9,250.0,145.9,250.0,200.9,250.0,175.2,250.0,119.9
1.0190009415149688,0.0010000000000000002,0.9000000000000001,8.0,1909.7,2500.0,10.0,7.0,250.0,206.1,250.0,240.4,250.0,108.3,250.0,209.2,250.0,122.7,250.0,249.6,250.0,136.0,250.0,241.7,250.0,200.3,250.0,195.4
1.7567160367965697,0.0010000000000000002,0.0,32.0,1010.5,2500.0,10.0,7.0,250.0,205.4,250.0,206.6,250.0,14.5,250.0,221.3,250.0,9.4,250.0,62.9,250.0,32.1,250.0,15.4,250.0,227.0,250.0,15.9
1.8703351497650147,0.0010000000000000002,0.09999999999999999,32.0,1059.9,2500.0,10.0,7.0,250.0,212.2,250.0,227.2,250.0,1.9,250.0,221.6,250.0,7.5,250.0,77.0,250.0,25.4,250.0,48.0,250.0,231.7,250.0,7.4
1.6537608861923219,0.0010000000000000002,0.19999999999999998,32.0,1138.7,2500.0,10.0,7.0,250.0,213.0,250.0,230.8,250.0,7.0,250.0,214.4,250.0,6.3,250.0,103.4,250.0,67.5,250.0,55.5,250.0,219.6,250.0,21.2
1.568148171901703,0.0010000000000000002,0.3,32.0,1215.4,2500.0,10.0,7.0,250.0,212.1,250.0,239.5,250.0,13.9,250.0,217.7,250.0,11.9,250.0,123.5,250.0,71.4,250.0,72.5,250.0,224.5,250.0,28.4
1.2466426849365235,0.0010000000000000002,0.39999999999999997,32.0,1369.9,2500.0,10.0,7.0,250.0,220.3,250.0,230.3,250.0,25.4,250.0,209.4,250.0,24.0,250.0,162.8,250.0,104.6,250.0,128.7,250.0,205.9,250.0,58.5
1.3497523486614227,0.0010000000000000002,0.5,32.0,1495.3,2500.0,10.0,7.0,250.0,221.8,250.0,230.4,250.0,37.9,250.0,213.5,250.0,37.3,250.0,199.4,250.0,95.4,250.0,152.8,250.0,203.2,250.0,103.6
0.9665902554988861,0.0010000000000000002,0.5999999999999999,32.0,1697.0,2500.0,10.0,7.0,250.0,216.8,250.0,229.6,250.0,58.9,250.0,201.0,250.0,74.2,250.0,242.6,250.0,126.6,250.0,202.9,250.0,195.9,250.0,148.5
0.8176096856594086,0.0010000000000000002,0.7000000000000001,32.0,1811.5,2500.0,10.0,7.0,250.0,211.0,250.0,228.6,250.0,74.1,250.0,204.9,250.0,104.2,250.0,245.4,250.0,159.2,250.0,234.0,250.0,154.8,250.0,195.3
0.7663977712392807,0.0010000000000000002,0.7999999999999999,32.0,1918.4,2500.0,10.0,7.0,250.0,204.0,250.0,232.2,250.0,98.1,250.0,206.1,250.0,126.0,250.0,248.7,250.0,167.4,250.0,245.0,250.0,186.3,250.0,204.6
0.3346411742269993,0.0010000000000000002,0.9000000000000001,32.0,2009.9,2500.0,10.0,7.0,250.0,204.4,250.0,247.2,250.0,129.4,250.0,212.7,250.0,148.2,250.0,250.0,250.0,185.7,250.0,247.0,250.0,178.3,250.0,207.0
1.5660809993743896,0.0010000000000000002,0.0,64.0,1249.6,2500.0,10.0,7.0,250.0,222.3,250.0,239.7,250.0,6.3,250.0,217.9,250.0,5.4,250.0,160.8,250.0,71.2,250.0,64.7,250.0,226.9,250.0,34.4
1.526408612728119,0.0010000000000000002,0.09999999999999999,64.0,1298.6,2500.0,10.0,7.0,250.0,221.3,250.0,237.7,250.0,7.6,250.0,217.7,250.0,6.5,250.0,159.0,250.0,56.2,250.0,110.6,250.0,231.0,250.0,51.0
1.3010283291339875,0.0010000000000000002,0.19999999999999998,64.0,1399.9,2500.0,10.0,7.0,250.0,218.9,250.0,237.0,250.0,19.7,250.0,205.4,250.0,26.2,250.0,178.4,250.0,85.7,250.0,133.1,250.0,214.8,250.0,80.7
