LOSS,LEARNING_RATE,MOMENTUM,NEURON_COUNT,HIT,TOTAL,EPOCH,FEATURE_COUNT,increased_binding_protein_totals,increased_binding_protein_hits,decreased_binding_protein_totals,decreased_binding_protein_hits,negative_totals,negative_hits,primary_hypothyroid_totals,primary_hypothyroid_hits,compensated_hypothyroid_totals,compensated_hypothyroid_hits,secondary_hypothyroid_totals,secondary_hypothyroid_hits,replacement_therapy_totals,replacement_therapy_hits,underreplacement_totals,underreplacement_hits,overreplacement_totals,overreplacement_hits,discordant_totals,discordant_hit
0.6357675790786743,0.0010000000000000002,0.9000000000000001,32.0,1988.6,2500.0,10.0,21.0,250.0,213.6,250.0,250.0,250.0,103.3,250.0,214.8,250.0,148.1,250.0,250.0,250.0,169.4,250.0,243.9,250.0,187.1,250.0,208.4
1.8906589508056642,0.0010000000000000002,0.0,64.0,1016.4,2500.0,10.0,21.0,250.0,205.4,250.0,226.2,250.0,1.0,250.0,224.3,250.0,0.7,250.0,64.6,250.0,21.0,250.0,10.8,250.0,233.6,250.0,28.8
1.7360249638557435,0.0010000000000000002,0.09999999999999999,64.0,1004.4,2500.0,10.0,21.0,250.0,203.8,250.0,218.7,250.0,2.8,250.0,192.8,250.0,0.1,250.0,65.1,250.0,34.6,250.0,29.3,250.0,234.3,250.0,22.9
1.5566460371017456,0.0010000000000000002,0.19999999999999998,64.0,1130.0,2500.0,10.0,21.0,250.0,205.6,250.0,219.8,250.0,2.4,250.0,209.6,250.0,1.5,250.0,132.0,250.0,24.9,250.0,46.8,250.0,233.1,250.0,54.3
1.3290605783462524,0.0010000000000000002,0.3,64.0,1278.0,2500.0,10.0,21.0,250.0,212.0,250.0,231.2,250.0,9.5,250.0,209.2,250.0,3.3,250.0,185.6,250.0,49.2,250.0,66.8,250.0,225.0,250.0,86.2
1.330543464422226,0.0010000000000000002,0.39999999999999997,64.0,1432.0,2500.0,10.0,21.0,250.0,221.3,250.0,230.8,250.0,22.2,250.0,213.1,250.0,15.8,250.0,218.3,250.0,74.5,250.0,117.1,250.0,214.5,250.0,104.4
1.190592622756958,0.0010000000000000002,0.5,64.0,1573.0,2500.0,10.0,21.0,250.0,222.3,250.0,228.4,250.0,32.9,250.0,206.7,250.0,46.1,250.0,247.8,250.0,81.0,250.0,155.0,250.0,217.0,250.0,135.8
0.9081550598144531,0.0010000000000000002,0.5999999999999999,64.0,1685.8,2500.0,10.0,21.0,250.0,219.2,250.0,229.0,250.0,53.0,250.0,209.8,250.0,59.6,250.0,249.7,250.0,125.0,250.0,206.6,250.0,185.0,250.0,148.9
0.7535335749387742,0.0010000000000000002,0.7000000000000001,64.0,1844.7,2500.0,10.0,21.0,250.0,213.9,250.0,229.0,250.0,90.5,250.0,212.4,250.0,99.8,250.0,249.6,250.0,135.1,250.0,241.9,250.0,190.2,250.0,182.3
0.7842067390680313,0.0010000000000000002,0.7999999999999999,64.0,1938.6,2500.0,10.0,21.0,250.0,210.6,250.0,238.0,250.0,97.4,250.0,211.1,250.0,136.2,250.0,249.9,250.0,154.5,250.0,245.9,250.0,188.0,250.0,207.0
0.4943876191973686,0.0010000000000000002,0.9000000000000001,64.0,2009.7,2500.0,10.0,21.0,250.0,211.4,250.0,250.0,250.0,115.8,250.0,218.1,250.0,153.4,250.0,250.0,250.0,174.3,250.0,246.8,250.0,181.4,250.0,208.5
