LOSS,LEARNING_RATE,MOMENTUM,NEURON_COUNT,HIT,TOTAL,EPOCH,FEATURE_COUNT,increased_binding_protein_totals,increased_binding_protein_hits,decreased_binding_protein_totals,decreased_binding_protein_hits,negative_totals,negative_hits,primary_hypothyroid_totals,primary_hypothyroid_hits,compensated_hypothyroid_totals,compensated_hypothyroid_hits,secondary_hypothyroid_totals,secondary_hypothyroid_hits,replacement_therapy_totals,replacement_therapy_hits,underreplacement_totals,underreplacement_hits,overreplacement_totals,overreplacement_hits,discordant_totals,discordant_hit
2.364629256725311,0.0010000000000000002,0.0,8.0,557.0,2500.0,10.0,18.0,250.0,64.4,250.0,117.2,250.0,28.3,250.0,79.4,250.0,14.2,250.0,77.9,250.0,24.2,250.0,24.8,250.0,97.8,250.0,28.8
1.8638320684432983,0.0010000000000000002,0.09999999999999999,8.0,874.7,2500.0,10.0,18.0,250.0,153.5,250.0,198.9,250.0,13.8,250.0,142.8,250.0,17.8,250.0,88.0,250.0,33.8,250.0,43.4,250.0,156.2,250.0,26.5
1.299747997522354,0.0010000000000000002,0.19999999999999998,8.0,1331.5,2500.0,10.0,18.0,250.0,178.2,250.0,218.1,250.0,21.7,250.0,193.3,250.0,39.0,250.0,150.8,250.0,94.5,250.0,143.5,250.0,206.4,250.0,86.0
1.0208936035633087,0.0010000000000000002,0.3,8.0,1669.6,2500.0,10.0,18.0,250.0,188.4,250.0,232.7,250.0,56.9,250.0,198.1,250.0,84.7,250.0,225.1,250.0,132.6,250.0,216.8,250.0,184.1,250.0,150.2
0.7563851356506348,0.0010000000000000002,0.39999999999999997,8.0,1859.0,2500.0,10.0,18.0,250.0,197.4,250.0,241.8,250.0,80.5,250.0,206.5,250.0,112.9,250.0,244.7,250.0,171.8,250.0,239.7,250.0,174.3,250.0,189.4
0.5031644061207772,0.0010000000000000002,0.5,8.0,1922.6,2500.0,10.0,18.0,250.0,198.1,250.0,244.1,250.0,93.1,250.0,211.9,250.0,131.6,250.0,249.5,250.0,189.1,250.0,242.9,250.0,164.6,250.0,197.7
0.8595484368503093,0.0010000000000000002,0.5999999999999999,8.0,1949.0,2500.0,10.0,18.0,250.0,199.1,250.0,250.0,250.0,95.8,250.0,216.2,250.0,139.0,250.0,249.6,250.0,171.1,250.0,244.2,250.0,185.3,250.0,198.7
0.43504398986697196,0.0010000000000000002,0.7000000000000001,8.0,1976.9,2500.0,10.0,18.0,250.0,201.4,250.0,250.0,250.0,97.3,250.0,218.6,250.0,141.9,250.0,249.8,250.0,185.2,250.0,242.9,250.0,186.6,250.0,203.2
0.39103182554245,0.0010000000000000002,0.7999999999999999,8.0,1994.4,2500.0,10.0,18.0,250.0,201.4,250.0,250.0,250.0,105.5,250.0,221.0,250.0,156.2,250.0,250.0,250.0,189.1,250.0,244.5,250.0,172.8,250.0,203.9
0.29760650247335435,0.0010000000000000002,0.9000000000000001,8.0,2031.3,2500.0,10.0,18.0,250.0,209.7,250.0,249.7,250.0,120.9,250.0,219.3,250.0,151.1,250.0,250.0,250.0,212.8,250.0,244.7,250.0,160.5,250.0,212.6
