LOSS,LEARNING_RATE,MOMENTUM,NEURON_COUNT,HIT,TOTAL,EPOCH,FEATURE_COUNT,increased_binding_protein_totals,increased_binding_protein_hits,decreased_binding_protein_totals,decreased_binding_protein_hits,negative_totals,negative_hits,primary_hypothyroid_totals,primary_hypothyroid_hits,compensated_hypothyroid_totals,compensated_hypothyroid_hits,secondary_hypothyroid_totals,secondary_hypothyroid_hits,replacement_therapy_totals,replacement_therapy_hits,underreplacement_totals,underreplacement_hits,overreplacement_totals,overreplacement_hits,discordant_totals,discordant_hit
2.268700671195984,0.0010000000000000002,0.0,8.0,545.9,2500.0,10.0,14.0,250.0,103.0,250.0,100.7,250.0,19.4,250.0,95.5,250.0,13.8,250.0,11.5,250.0,21.7,250.0,17.3,250.0,139.2,250.0,23.8
1.5891122817993164,0.0010000000000000002,0.09999999999999999,8.0,916.9,2500.0,10.0,14.0,250.0,177.3,250.0,190.0,250.0,16.6,250.0,153.3,250.0,8.9,250.0,111.7,250.0,22.4,250.0,33.4,250.0,173.2,250.0,30.1
1.485795521736145,0.0010000000000000002,0.19999999999999998,8.0,1328.2,2500.0,10.0,14.0,250.0,213.7,250.0,235.1,250.0,27.2,250.0,177.4,250.0,38.4,250.0,191.0,250.0,76.8,250.0,110.5,250.0,172.9,250.0,85.2
1.0474018514156342,0.0010000000000000002,0.3,8.0,1598.4,2500.0,10.0,14.0,250.0,210.4,250.0,238.8,250.0,38.5,250.0,190.3,250.0,86.9,250.0,243.0,250.0,102.5,250.0,166.2,250.0,190.1,250.0,131.7
0.6904948949813843,0.0010000000000000002,0.39999999999999997,8.0,1775.7,2500.0,10.0,14.0,250.0,209.9,250.0,237.6,250.0,66.7,250.0,205.2,250.0,107.7,250.0,248.8,250.0,115.1,250.0,215.2,250.0,203.9,250.0,165.6
0.8566730082035064,0.0010000000000000002,0.5,8.0,1900.2,2500.0,10.0,14.0,250.0,210.6,250.0,244.8,250.0,74.4,250.0,213.7,250.0,140.2,250.0,249.8,250.0,151.6,250.0,238.6,250.0,192.4,250.0,184.1
0.7676727414131165,0.0010000000000000002,0.5999999999999999,8.0,1954.3,2500.0,10.0,14.0,250.0,208.1,250.0,248.3,250.0,86.8,250.0,216.9,250.0,148.8,250.0,249.8,250.0,179.6,250.0,241.1,250.0,177.6,250.0,197.3
0.5943118318915367,0.0010000000000000002,0.7000000000000001,8.0,1973.2,2500.0,10.0,14.0,250.0,206.9,250.0,248.3,250.0,102.6,250.0,218.1,250.0,140.2,250.0,250.0,250.0,178.3,250.0,242.5,250.0,182.7,250.0,203.6
0.6162055879831314,0.0010000000000000002,0.7999999999999999,8.0,1991.0,2500.0,10.0,14.0,250.0,201.2,250.0,250.0,250.0,96.3,250.0,222.8,250.0,152.0,250.0,250.0,250.0,176.7,250.0,242.6,250.0,192.2,250.0,207.2
0.34107517790980635,0.0010000000000000002,0.9000000000000001,8.0,2032.2,2500.0,10.0,14.0,250.0,208.7,250.0,247.8,250.0,122.6,250.0,224.7,250.0,143.0,250.0,250.0,250.0,184.7,250.0,244.2,250.0,194.3,250.0,212.2
